reference;brand;group
22226E1             ;FAG                 ;ROLAMENTO                     
22226E1.C3          ;FAG                 ;ROLAMENTO                     
22226E1.C3 #        ;FAG                 ;ROLAMENTO                     
22226E1K            ;FAG                 ;ROLAMENTO                     
22226E1K.C3         ;FAG                 ;ROLAMENTO                     
22226E1K.C3 #       ;FAG                 ;ROLAMENTO                     
22228E1             ;FAG                 ;ROLAMENTO                     
22228E1.C3          ;FAG                 ;ROLAMENTO                     
22228E1K            ;FAG                 ;ROLAMENTO                     
22228E1K.C3         ;FAG                 ;ROLAMENTO                     
22228E1K.C3         ;FAG                 ;ROLAMENTO                     
22228E1K.C4         ;FAG                 ;ROLAMENTO                     
2222K.M.C3          ;FAG                 ;ROLAMENTO                     
2222M               ;FAG                 ;ROLAMENTO                     
22230E1             ;FAG                 ;ROLAMENTO                     
22230E1.C3          ;FAG                 ;ROLAMENTO                     
22230E1K            ;FAG                 ;ROLAMENTO                     
22230E1K.C3         ;FAG                 ;ROLAMENTO                     
22232 BKMB #        ;FAG                 ;ROLAMENTO                     
22232E1.C3          ;FAG                 ;ROLAMENTO                     
22232E1K            ;FAG                 ;ROLAMENTO                     
22232E1K.C3         ;FAG                 ;ROLAMENTO                     
22234E1             ;FAG                 ;ROLAMENTO                     
22234E1.C3          ;FAG                 ;ROLAMENTO                     
22234E1K            ;FAG                 ;ROLAMENTO                     
22234E1K.C3         ;FAG                 ;ROLAMENTO                     
22236E1.C3          ;FAG                 ;ROLAMENTO                     
22236E1K.C3         ;FAG                 ;ROLAMENTO                     
22238K.MB           ;FAG                 ;ROLAMENTO                     
22238MB.C3          ;FAG                 ;ROLAMENTO                     
2224 M              ;FAG                 ;ROLAMENTO                     
22240B.MB           ;FAG                 ;ROLAMENTO                     
22240B.MB.C3        ;FAG                 ;ROLAMENTO                     
22240BK.MB.C3       ;FAG                 ;ROLAMENTO                     
22240E1K.C3         ;FAG                 ;ROLAMENTO                     
22244B.MB.C3        ;FAG                 ;ROLAMENTO                     
22244BK.MB FAG      ;FAG                 ;ROLAMENTO                     
22244E1K.C3         ;FAG                 ;ROLAMENTO                     
22248B.MB           ;FAG                 ;ROLAMENTO                     
22252B.MB           ;FAG                 ;ROLAMENTO                     
22308E1             ;FAG                 ;ROLAMENTO                     
22308E1.C3          ;FAG                 ;ROLAMENTO                     
22308E1.T41A        ;FAG                 ;ROLAMENTO                     
22308E1K #          ;FAG                 ;ROLAMENTO                     
22308E1K.C3         ;FAG                 ;ROLAMENTO                     
22309E.C3           ;FAG                 ;ROLAMENTO                     
22309E1             ;FAG                 ;ROLAMENTO                     
22309E1.C3          ;FAG                 ;ROLAMENTO                     
22309E1.T41A        ;FAG                 ;ROLAMENTO                     
22309E1K            ;FAG                 ;ROLAMENTO                     
22309E1K.C3         ;FAG                 ;ROLAMENTO                     
22310E1             ;FAG                 ;ROLAMENTO                     
22310E1             ;FAG                 ;ROLAMENTO                     
22310E1.C3          ;FAG                 ;ROLAMENTO                     
22310E1.T41A        ;FAG                 ;ROLAMENTO                     
22310E1K            ;FAG                 ;ROLAMENTO                     
22310E1K.C3         ;FAG                 ;ROLAMENTO                     
22310E1K.C3 #       ;FAG                 ;ROLAMENTO                     
22311E.C3           ;FAG                 ;ROLAMENTO                     
22311E1             ;FAG                 ;ROLAMENTO                     
22311E1.C3          ;FAG                 ;ROLAMENTO                     
22311E1.C3 #        ;FAG                 ;ROLAMENTO                     
22311E1K            ;FAG                 ;ROLAMENTO                     
22311E1K            ;FAG                 ;ROLAMENTO                     
22311E1K.C3         ;FAG                 ;ROLAMENTO                     
22311E1K.T41A       ;FAG                 ;ROLAMENTO                     
22311EK.C3          ;FAG                 ;ROLAMENTO                     
22312E1             ;FAG                 ;ROLAMENTO                     
22312E1.C3          ;FAG                 ;ROLAMENTO                     
22312E1.C3          ;FAG                 ;ROLAMENTO                     
22312E1.C3 #        ;FAG                 ;ROLAMENTO                     
22312E1.T41A        ;FAG                 ;ROLAMENTO                     
22312E1.T41A        ;FAG                 ;ROLAMENTO                     
22312E1A.M          ;FAG                 ;ROLAMENTO                     
22312E1K            ;FAG                 ;ROLAMENTO                     
22312E1K.C3         ;FAG                 ;ROLAMENTO                     
22313E.C3           ;FAG                 ;ROLAMENTO                     
22313E1             ;FAG                 ;ROLAMENTO                     
22313E1.C3          ;FAG                 ;ROLAMENTO                     
22313E1K            ;FAG                 ;ROLAMENTO                     
22313E1K            ;FAG                 ;ROLAMENTO                     
22313E1K #          ;FAG                 ;ROLAMENTO                     
22313E1K.C3         ;FAG                 ;ROLAMENTO                     
22313E1K.C3         ;FAG                 ;ROLAMENTO                     
22314E.C3           ;FAG                 ;ROLAMENTO                     
22314E1             ;FAG                 ;ROLAMENTO                     
22314E1.C3          ;FAG                 ;ROLAMENTO                     
22314E1.C3          ;FAG                 ;ROLAMENTO                     
22314E1.T41A        ;FAG                 ;ROLAMENTO                     
22314E1K.C3         ;FAG                 ;ROLAMENTO                     
22315E.C3           ;FAG                 ;ROLAMENTO                     
22315E1             ;FAG                 ;ROLAMENTO                     
22315E1.C3          ;FAG                 ;ROLAMENTO                     
22315E1.C3          ;FAG                 ;ROLAMENTO                     
22315E1.T41A        ;FAG                 ;ROLAMENTO                     
22315E1A.M.C3       ;FAG                 ;ROLAMENTO                     
22315E1AK.M         ;FAG                 ;ROLAMENTO                     
22315E1K            ;FAG                 ;ROLAMENTO                     
22315E1K.C3         ;FAG                 ;ROLAMENTO                     
22315E1K.C3         ;FAG                 ;ROLAMENTO                     
22315E1K.T41A       ;FAG                 ;ROLAMENTO                     
22316E              ;FAG                 ;ROLAMENTO                     
